endTime,artistName,trackName,msPlayed
2020-03-12 02:51,Quinn XCII,Full Circle,67139
2020-03-12 02:52,Danrell,Hostage,1856
2020-03-12 02:52,Quinn XCII,Fake Denim,1429
2020-03-12 02:52,Billie Eilish,bitches broken hearts,1173
2020-03-12 02:52,Andrew Belle,When the End Comes,4757
2020-03-12 02:52,Matt Maeson,Hallucinogenics,1173
2020-03-12 02:56,Hippo Campus,Way It Goes,245456
2020-03-12 02:58,Lonely God,Marlboro Nights,7360
2020-03-12 02:58,Billie Eilish,xanny,1024
2020-03-12 02:58,Billie Eilish,Six Feet Under,1557
2020-03-12 02:58,Bad Suns,Daft Pretty Boys,147820
2020-03-12 03:02,alt-J,Breezeblocks,227080
2020-03-12 03:16,Alexander 23,The Internet,78218
2020-03-12 03:16,Rihanna,Right Now,0
2020-03-12 03:16,Dominic Fike,3 Nights,725
2020-03-12 03:16,La Roux,Bulletproof,1002
2020-03-12 03:16,Arizona Zervas,ROXANNE,1002
2020-03-12 03:19,Dominic Fike,3 Nights,177666
2020-03-12 03:21,Surfaces,Sunday Best,144527
2020-03-12 05:04,Calvin Harris,Slide (feat. Frank Ocean & Migos),1002
2020-03-12 05:04,Dexys Midnight Runners,Come On Eileen,917
2020-03-12 05:04,Hippo Campus,Ease up Kid - Demo,107370
2020-03-12 05:08,Eagles,One of These Nights - 2013 Remaster,917
2020-03-12 05:08,Calvin Harris,Slide (feat. Frank Ocean & Migos),810
2020-03-12 05:08,Alec Benjamin,Boy In The Bubble,896
2020-03-12 05:08,Digital Farm Animals,Tokyo Nights,981
2020-03-12 05:08,Alec Benjamin,Water Fountain,2922
2020-03-12 05:08,Calvin Harris,Rollin (feat. Future & Khalid),768
2020-03-12 05:08,Absofacto,Dissolve,874
2020-03-12 05:08,Migos,Stir Fry,1002
2020-03-12 05:08,Russ,CIVIL WAR - Bonus,3776
2020-03-12 05:08,Billie Eilish,&burn (with Vince Staples),1045
2020-03-12 05:08,Khalid,Bad Luck,1045
2020-03-12 05:08,Vampire Weekend,Sunflower (feat. Steve Lacy),1962
2020-03-12 05:08,Dexys Midnight Runners,Come On Eileen,207146
2020-03-12 05:08,Billie Eilish,ilomilo,1877
2020-03-12 05:08,Jon Bellion,JT,853
2020-03-12 05:08,Hippo Campus,Buttercup,810
2020-03-12 05:08,MØ,Beautiful Wreck,1130
2020-03-12 05:08,BØRNS,Electric Love,917
2020-03-12 05:08,Danrell x Småland,Hostage (Ghost Remix),1087
2020-03-12 05:08,Troye Sivan,Plum,810
2020-03-12 05:08,Quinn XCII,Walls,4586
2020-03-12 05:08,EVAN GIIA,Absolute Zero,1023
2020-03-12 05:08,MØ,Blur,874
2020-03-12 05:09,Lady Gaga,Look What I Found,5951
2020-03-12 05:11,Hippo Campus,Doubt,118165
2020-03-12 06:05,The Naked And Famous,Young Blood,152192
2020-03-12 06:08,half•alive,still feel.,215509
2020-03-12 06:11,Jon Bellion,Blu,183344
2020-03-12 06:14,half•alive,still feel.,7687
2020-03-12 06:14,Rex Orange County,10/10,146093
2020-03-12 06:18,Childish Gambino,Sober,252026
2020-03-12 06:21,Jon Bellion,Blu,183344
2020-03-12 06:25,Shelley FKA DRAM,Broccoli,4020
2020-03-12 06:25,Neon Trees,Everybody Talks,1706
2020-03-12 06:25,Rex Orange County,Face to Face,219592
2020-03-12 06:25,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",896
2020-03-12 06:25,XXXTENTACION,Moonlight,6400
2020-03-12 06:26,Blue October,Into The Ocean,52650
2020-03-14 00:12,Train,Drops of Jupiter (Tell Me),259933
2020-03-14 00:15,Whethan,Superlove (feat. Oh Wonder),184814
2020-03-14 00:18,Billie Eilish,idontwannabeyouanymore,203569
2020-03-14 00:21,ODIE,Story,193201
2020-03-14 00:23,Quinn XCII,Always Been You,114608
2020-03-14 05:39,What's New With Spotify,Your new Spotify Home,30000
2020-03-14 05:40,What's New With Spotify,Your new Spotify Home,0
2020-03-14 05:41,Jack Stauber's Micropop,Coffee,54442
2020-03-14 07:26,Jack Stauber's Micropop,Coffee,13013
2020-03-14 07:27,BENEE,Supalonely,2666
2020-03-14 07:27,Flume,The Difference,3583
2020-03-14 07:28,Vampire Weekend,Houston Dubai (Japanese Bonus Track),17535
2020-03-14 07:28,Surfaces,Sky Interlude,18410
2020-03-14 19:39,24kGoldn,CITY OF ANGELS,2090
2020-03-14 19:42,Lydia,Sunlight,618
2020-03-14 19:42,Beau Diako,Buttermilk,3008
2020-03-14 19:42,24kGoldn,CITY OF ANGELS,13632
2020-03-14 19:42,Daktyl,6 Letters,2773
2020-03-14 19:46,Beau Diako,Buttermilk,205143
2020-03-14 19:50,Matthew Hall,When Christmas Comes to Town,110622
2020-03-14 19:51,Lydia,Sunlight,142358
2020-03-14 19:54,cado,17,197172
2020-03-14 19:57,Saint Motel,Sweet Talk,192040
2020-03-14 20:00,Miko,Crushes,151877
2020-03-14 20:03,Chris LaRocca,Dice Out,190990
2020-03-14 20:04,Jon Waltz,Luna,106970
2020-03-14 20:08,Olmos,Cherry on Top (feat. Kyle Reynolds),196129
2020-03-14 20:11,Landon Conrath,Pieces,163634
2020-03-14 20:13,Jay Wile,Dwn,136074
2020-03-14 20:14,Conch,Slow Dance,43165
2020-03-14 20:15,HAWAI,All Night,20062
2020-03-14 20:16,Lennon Stella,Jealous,50596
2020-03-14 20:18,Flume,The Difference,121115
2020-03-14 22:31,Rex Orange County,10/10,12445
2020-03-14 22:32,Alexander 23,When I Die,4760
2020-03-14 22:32,Sofi Tukker,Purple Hat,1300
2020-03-14 22:32,Wild Child,Crazy Bird,5596
2020-03-14 22:32,Peach Tree Rascals,Mango,10936
2020-03-14 22:32,Peach Tree Rascals,Mango,6733
2020-03-14 22:32,Loud Luxury,Body,1369
2020-03-14 22:32,Jack Stauber's Micropop,Coffee,2925
2020-03-14 22:33,Hippo Campus,Bambi,20363
2020-03-14 22:33,Hippo Campus,Ease up Kid - Demo,21757
2020-03-14 22:33,Rex Orange County,10/10,18134
2020-03-15 00:08,Dimitri Vegas & Like Mike,The Hum,1857
2020-03-15 00:14,Tow'rs,Water Under the Bridge,283173
2020-03-15 00:14,Tones And I,Dance Monkey,4520
2020-03-15 00:17,Lennon Stella,La Di Da,209773
2020-03-15 00:18,Dr. Dog,Nellie,64895
2020-03-15 00:21,Kanye West,Runaway,168576
2020-03-15 00:53,Matthew Wilder,Break My Stride,1323
2020-03-15 00:53,Kanye West,Runaway,1207
2020-03-15 00:53,Jon Bellion,Eyes To The Sky,6362
2020-03-15 00:55,Flume,The Difference,115774
2020-03-15 01:37,Bleachers,Wild Heart,200386
2020-03-15 01:41,Cannon,Water Glass,204000
2020-03-15 01:44,ODIE,Bliss City,213941
2020-03-15 01:47,Harry Styles,Lights Up,172213
2020-03-15 01:48,Jon Bellion,Guillotine,2182
2020-03-15 01:48,Tow'rs,Belly of the Deepest Love,76186
2020-03-15 01:53,Dennis Lloyd,Never Go Back,175424
2020-03-15 01:55,Bryce Vine,The Fall,141419
2020-03-15 01:57,Rex Orange County,Corduroy Dreams,123846
2020-03-15 02:00,XXXTENTACION,whoa (mind in awe),157776
2020-03-15 02:01,Eddie Vedder,Guaranteed,6246
2020-03-15 02:01,Jon Bellion,Stupid Deep,85150
2020-03-15 02:04,Fleet Foxes,White Winter Hymnal,147026
2020-03-15 02:05,Jeremy Zucker,"always, i'll care",2484
2020-03-15 02:05,Declan McKenna,Make Me Your Queen,3947
2020-03-15 02:05,Quinn XCII,Two 10s,8893
2020-03-15 02:05,Milky Chance,Alive,59003
2020-03-15 02:09,Surfaces,Heaven Falls / Fall on Me,240597
2020-03-15 02:12,The Growlers,Going Gets Tough,18463
2020-03-15 02:12,Danny and Alex,Who's Been Smoking You Out?,194400
2020-03-15 02:23,Adam Jensen,Marijuana Breath,42172
2020-03-15 02:23,Alec Benjamin,Oh My God,187727
2020-03-15 02:24,Alec Benjamin,The Book of You & I,1160
2020-03-15 02:24,Billie Eilish,No Time To Die,3924
2020-03-15 02:24,Spencer Sutherland,Tell Me,10170
2020-03-15 02:25,Elijah Midjord,Good Ol' Days,10890
2020-03-15 02:25,Mumford & Sons,Blind Leading The Blind,75882
2020-03-15 02:25,Hippie Sabotage,Wrong Time,4179
2020-03-15 02:25,Surfaces,This View,1114
2020-03-15 02:25,Cosmo's Midnight,Down for You,4272
2020-03-15 02:25,Jon Bellion,Halloween,7430
2020-03-15 02:25,Chance the Rapper,Do You Remember,859
2020-03-15 02:26,Melanie Faye,Super Sad Always,6060
2020-03-15 02:26,Silver Warehouse,Games,3227
2020-03-15 02:26,half•alive,Pure Gold,1787
2020-03-15 02:26,Tame Impala,Lost In Yesterday,4156
2020-03-15 02:28,LÉON,Come Home To Me,16016
2020-03-15 02:28,Jon Bellion,Waves Of Loneliness,4179
2020-03-15 02:28,Lil Baby,Yes Indeed,142273
2020-03-15 02:29,JP Saxe,3 Minutes,11609
2020-03-15 02:29,Metronomy,Salted Caramel Ice Cream,15789
2020-03-15 02:29,half•alive,Maybe,4179
2020-03-15 02:31,Labrinth,Still Don't Know My Name,153294
2020-03-15 02:34,Calvin Harris,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",16978
2020-03-15 02:34,Souly Had,Overrated,166600
2020-03-15 02:37,Miniature Tigers,Like or Like Like,149350
2020-03-15 03:11,Post Malone,rockstar (feat. 21 Savage),218147
2020-03-15 03:12,Drake,In My Feelings,68593
2020-03-15 03:14,Alison Wonderland,High,106437
2020-03-15 03:18,Mac Miller,Ladders,287040
2020-03-15 03:20,03 Greedo,Fortnite (Remix) (feat. Rich The Kid),67593
2020-03-15 03:20,Doja Cat,Go To Town,17406
2020-03-15 03:21,MEDUZA,Lose Control,26656
2020-03-15 03:22,R3HAB,More Than OK,78656
2020-03-15 03:22,MARINA,About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,10125
2020-03-15 03:24,Whethan,Upside Down (feat. Grouplove),98937
2020-03-15 03:27,DeathbyRomy,Problems,177968
2020-03-15 03:31,BENEE,Supalonely,218843
2020-03-15 03:32,Roddy Ricch,The Box,2000
2020-03-15 03:32,Isaac Dunbar,makeup drawer,98906
2020-03-15 03:33,Rita Ora,How To Be Lonely,46468
2020-03-15 03:36,Cameron Dallas,Helpless,165490
2020-03-15 03:36,Galantis,Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],3281
2020-03-15 03:36,Anderson .Paak,Don't Slack (from Trolls World Tour),3625
2020-03-15 03:36,Surfaces,Lazy,4031
2020-03-15 03:40,Sean Paul,Calling On Me,218557
2020-03-15 03:43,Trevor Daniel,Past Life,167218
2020-03-15 03:46,Arizona Zervas,FML,223000
2020-03-15 03:50,BTS,ON,228875
2020-03-15 03:54,Loud Luxury,Cold Feet,181957
2020-03-15 03:57,Elliot Lee,Pink (Freak),222227
2020-03-15 04:00,Conan Gray,Maniac,185787
2020-03-15 04:04,blackbear,me & ur ghost,200400
2020-03-15 04:06,Trevor Daniel,Falling,159382
2020-03-15 04:09,Jonas Brothers,What A Man Gotta Do,180645
2020-03-15 04:12,FLETCHER,Forever,169092
2020-03-15 04:15,Martin Jensen,Carry On,152111
2020-03-15 04:18,Ant Saunders,Yellow Hearts,223258
2020-03-15 04:21,Ava Max,Kings & Queens,162399
2020-03-15 04:25,PUBLIC,Make You Mine,232907
2020-03-15 04:28,Audrey Mika,Y U Gotta B Like That,154456
2020-03-15 04:28,The Weeknd,Blinding Lights,42937
2020-03-15 04:30,Jennifer Lopez,On The Floor - Radio Edit,92286
2020-03-15 04:34,Miley Cyrus,Party In The U.S.A.,12098
2020-03-15 04:34,Ariana Grande,Side To Side,226160
2020-03-15 04:36,Rihanna,Don't Stop The Music,121277
2020-03-15 04:54,Souly Had,Crush,682
2020-03-15 04:54,Alec Benjamin,Mind Is A Prison,1536
2020-03-15 04:54,Rihanna,Don't Stop The Music,15104
2020-03-15 04:55,The Weeknd,Blinding Lights,50069
2020-03-15 04:59,KYLE,Don't Wanna Fall In Love,208395
2020-03-15 05:03,KYLE,Don't Wanna Fall In Love,23964
2020-03-15 05:16,half•alive,arrow,222706
2020-03-15 05:21,Still Woozy,Maybe She,169090
2020-03-15 05:27,AJR,Break My Face,226335
2020-03-15 05:31,Surfaces,Take It Easy,212849
2020-03-15 05:35,Milky Chance,The Game,213280
2020-03-15 05:43,Mac Miller,Ladders,279340
2020-03-15 06:22,BENEE,Supalonely,223480
2020-03-15 06:25,Keenan,No Good For You (feat. Jaymes Young),204486
2020-03-15 06:28,Huron John,Friendzone,172351
2020-03-15 06:30,Alexander 23,I Hate You So Much,148186
2020-03-15 06:33,Still Woozy,Goodie Bag,146390
2020-03-15 06:39,Lil Mosey,Blueberry Faygo,162546
2020-03-15 06:41,Dominic Fike,Phone Numbers,146826
2020-03-15 06:43,Declan McKenna,Why Do You Feel So Down,1369
2020-03-15 06:43,Janelle Monáe,Pynk (feat. Grimes),143845
2020-03-15 06:43,Shoffy,Cool Again,1764
2020-03-15 06:43,Labrinth,Juju Woman,1184
2020-03-15 06:43,Labrinth,Like A Movie,2414
2020-03-15 06:46,Powfu,death bed (coffee for your head),173333
2020-03-15 06:50,Keenan,No Good For You (feat. Jaymes Young),204486
2020-03-15 06:54,Theophilus London,Can't Stop (feat. Kanye West),291680
2020-03-15 06:58,Post Malone,Die For Me (feat. Future & Halsey),245266
2020-03-15 07:02,Jake Zimma,On Like 40,210346
2020-03-15 07:05,Russ,NIGHTTIME (Interlude),189866
2020-03-15 07:08,Superorganism,Something For Your M.I.N.D.,165391
2020-03-15 07:11,alt-J,Ms,238746
2020-03-15 07:15,Harry Styles,"Sunflower, Vol. 6",221826
2020-03-15 07:19,Ruslan,Friends,239800
2020-03-15 07:22,EVAN GIIA,Switch Off,174375
2020-03-15 07:26,Glass Animals,Your Love (Déjà Vu),234372
2020-03-15 07:27,AJR,Bud Like You,84441
2020-03-15 07:30,Jon Bellion,Paper Planes,1509
2020-03-15 07:30,PRETTYMUCH,Summer on You,1555
2020-03-15 07:30,Miniature Tigers,Hot Venom,1091
2020-03-15 07:30,Lostboycrow,Happy New Year,203917
2020-03-15 07:30,AJR,Bang!,1439
2020-03-15 07:30,Doja Cat,Cyber Sex,1648
2020-03-15 07:30,Milky Chance,Right From Here,1091
2020-03-15 07:31,Louis The Child,Don't Mind,2205
2020-03-15 07:34,Mac Miller,Blue World,209440
2020-03-15 07:36,Jess Glynne,I'll Be There,141157
2020-03-15 07:37,Toddy Smith,Natalina,18274
2020-03-15 07:39,SG Lewis,Throwaway (with Clairo),169273
2020-03-15 07:40,Harry Styles,Watermelon Sugar,1044
2020-03-15 07:40,Tiësto,BLUE,1137
2020-03-15 07:40,Camila Cabello,Liar,812
2020-03-15 07:40,Lostboycrow,Where It All Goes,6873
2020-03-15 07:40,Camila Cabello,My Oh My (feat. DaBaby),998
2020-03-15 07:40,Robin Schulz,In Your Eyes (feat. Alida),1021
2020-03-15 07:40,Adam Gray,Numb,905
2020-03-15 07:40,Shallou,Older,1346
2020-03-15 07:40,Broken Bells,The High Road,1230
2020-03-15 07:40,Dennis Kruissen,Falling In Love,1555
2020-03-15 07:40,Milky Chance,Oh Mama,905
2020-03-15 07:40,Aquilo,Thin,928
2020-03-15 07:43,Tiësto,BLUE,1439
2020-03-15 07:43,Shallou,Older,184737
2020-03-15 07:47,okaywill,Cold,224680
2020-03-15 07:50,Lostboycrow,Orange Juice,227346
2020-03-15 07:54,Twenty One Pilots,The Hype - Alt Mix,202749
2020-03-15 07:55,Adele,Remedy,119560
2020-03-15 19:20,filous,Monday (with Ashe),72214
2020-03-15 19:29,Sigrid,High Five,169369
2020-03-15 19:32,Jon Bellion,The Internet,189491
2020-03-15 19:34,Troye Sivan,BITE,108370
2020-03-15 19:37,AJR,Birthday Party,4925
2020-03-15 19:37,Kacey Musgraves,Velvet Elvis,154386
2020-03-15 19:37,Kim Petras,Heart to Break,2507
2020-03-15 19:40,Hailee Steinfeld,Most Girls,204400
2020-03-15 19:43,Rex Orange County,Always,197332
2020-03-15 19:51,Lady Gaga,Million Reasons,205280
2020-03-15 19:54,Jon Bellion,Carry Your Throne,203630
2020-03-15 19:54,Rex Orange County,Stressed Out,25547
2020-03-16 00:41,Rex Orange County,Stressed Out,1486
2020-03-16 00:57,Jon Bellion,iRobot,208658
2020-03-16 01:00,Jon Bellion,Hand Of God - Outro,1068
2020-03-16 01:00,AJR,Don't Throw Out My Legos,7959
2020-03-16 01:00,Troye Sivan,EASE,7662
2020-03-16 01:04,Troye Sivan,WILD,227871
2020-03-16 01:06,Jon Bellion,Morning In America,83600
2020-03-16 01:06,Troye Sivan,Seventeen,1207
2020-03-16 01:06,Phoenix,Lisztomania,5851
2020-03-16 01:06,Ingrid Michaelson,You and I,6246
2020-03-16 01:09,Conan Gray,Crush Culture,204120
2020-03-16 01:33,Milky Chance,Flashed Junk Mind,2920
2020-03-16 01:33,Ingrid Michaelson,Keep Breathing,94162
2020-03-16 02:59,Troye Sivan,What A Heavenly Way To Die,187640
2020-03-16 03:00,AJR,"Wow, I'm Not Crazy",91662
2020-03-16 03:04,Panic! At The Disco,Death of a Bachelor,203506
2020-03-16 03:19,Ed Sheeran,I See Fire,117647
2020-03-16 05:54,Ed Sheeran,I See Fire,320
2020-03-16 05:54,Billie Eilish,you should see me in a crown,46122
2020-03-16 05:54,Panic! At The Disco,I Write Sins Not Tragedies,1109
2020-03-16 05:54,Lady Gaga,I Don't Know What Love Is,1536
2020-03-16 05:55,Quinn XCII,When I Die,1728
2020-03-16 05:55,Billie Eilish,my strange addiction,938
2020-03-16 05:55,Jon Bellion,Woke The F*ck Up,1258
2020-03-16 05:55,Jon Bellion,Run Wild,8661
2020-03-16 06:00,Mumford & Sons,Tompkins Square Park,311626
2020-03-16 06:01,Quinn XCII,FFYL,48733
2020-03-16 06:01,Judah & the Lion,Take It All Back 2.0,2325
2020-03-16 06:01,Andrew McMahon in the Wilderness,Cecilia And The Satellite,21
2020-03-16 06:01,John Legend,Love Me Now,405
2020-03-16 06:01,Vampire Weekend,Unbelievers,1109
2020-03-16 06:01,Violent Femmes,Blister In The Sun,1002
2020-03-16 06:01,Quinn XCII,Another Day in Paradise,746
2020-03-16 06:04,Chef'Special,In Your Arms,215269
2020-03-16 06:07,The Lumineers,Big Parade,135021
2020-03-16 06:11,Tame Impala,'Cause I'm A Man,240477
2020-03-16 06:11,Bryce Vine,Sour Patch Kids,2703
2020-03-16 06:14,Mumford & Sons,Hopeless Wanderer,207936
2020-03-16 17:25,Freelance Whales,Generator ^ First Floor,8448
2020-03-16 17:25,Freelance Whales,Generator ^ First Floor,1600
2020-03-16 18:21,Khalid,Saturday Nights,211626
2020-03-16 18:25,Alina Baraz,Electric (feat. Khalid),246327
2020-03-16 18:28,Bazzi,3:15,167018
2020-03-16 18:31,Rex Orange County,Pluto Projector,185857
2020-03-16 18:33,Billie Eilish,all the good girls go to hell,168839
2020-03-16 18:36,Russ,"Psycho, Pt. 2",161985
2020-03-16 18:40,The Shins,Simple Song,255400
2020-03-16 18:43,Emily Warren,Paranoid,201000
2020-03-16 18:47,Graham Riley,Rain,189581
2020-03-16 18:50,Jon Bellion,The Good In Me,223007
2020-03-16 18:52,boy pablo,Feeling Lonely,99393
2020-03-16 18:52,Tame Impala,Yes I'm Changing,1184
2020-03-16 18:53,Bryce Vine,Guilty Pleasure,68777
2020-03-16 18:57,Lord Huron,Meet Me in the Woods,262209
2020-03-16 19:01,Khalid,Motion,235880
2020-03-16 19:04,Quinn XCII,Iron & Steel,203653
2020-03-16 19:07,Billie Eilish,bellyache,179172
2020-03-16 19:08,Hippo Campus,Suicide Saturday,47276
2020-03-16 23:17,Hippo Campus,Suicide Saturday,55900
2020-03-16 23:29,Mac Miller,Jet Fuel,306782
2020-03-16 23:32,Mac Miller,Blue World,168971
2020-03-16 23:35,BENEE,Supalonely,189196
2020-03-16 23:39,BØRNS,Past Lives,274320
2020-03-16 23:42,Fleet Foxes,White Winter Hymnal,147026
2020-03-16 23:43,Mac Miller,Ladders,92533
2020-03-16 23:45,24kGoldn,CITY OF ANGELS,112493
2020-03-16 23:46,Still Woozy,Goodie Bag,62653
2020-03-16 23:50,Glass Animals,Your Love (Déjà Vu),234372
2020-03-16 23:54,Broken Bells,The High Road,232200
2020-03-16 23:57,Quinn XCII,Autopilot,181520
2020-03-16 23:59,Kina,Get You The Moon (feat. Snøw),1230
2020-03-16 23:59,Lostboycrow,Devil's in the Backseat,10216
2020-03-16 23:59,Quinn XCII,Candle,1230
2020-03-16 23:59,Rex Orange County,It's Not The Same Anymore,487
2020-03-16 23:59,Matt Maeson,Put It On Me,928
2020-03-16 23:59,Flume,Drop The Game,159239
2020-03-16 23:59,Noah Cyrus,July,1253
2020-03-16 23:59,Quinn XCII,What The Hell Happened To Us,1857
2020-03-16 23:59,Rex Orange County,Best Friend,812
2020-03-17 00:00,Kygo,Nothing Left (feat. Will Heard),13444
2020-03-17 00:01,Alexander 23,I Hate You So Much,1857
2020-03-17 00:01,Miniature Tigers,Like or Like Like,95759
2020-03-17 00:05,Twenty One Pilots,The Hype - Alt Mix,202749
2020-03-17 00:07,Huron John,Friendzone,172351
2020-03-17 00:11,Peach Tree Rascals,Mango,191072
2020-03-17 00:14,Lostboycrow,Happy New Year,210955
2020-03-17 00:17,Billie Eilish,my boy,170852
2020-03-17 00:20,BROCKHAMPTON,SUGAR,204533
2020-03-17 00:24,Alec Benjamin,Water Fountain,218893
2020-03-17 00:26,Billie Eilish,ilomilo,156370
2020-03-17 00:30,Shoffy,I Can't Help (with Sarcastic Sounds),626
2020-03-17 00:30,Shoffy,I Can't Help,1648
2020-03-17 00:30,Khalid,Eleven,743
2020-03-17 00:30,Billie Eilish,Ocean Eyes - Astronomyy Remix,301
2020-03-17 00:30,Peachy!,Falling for U,1346
2020-03-17 00:30,Red Hot Chili Peppers,Can't Stop,241646
2020-03-17 00:30,BROCKHAMPTON,SUGAR,4783
2020-03-17 00:30,Briston Maroney,June,7616
2020-03-17 00:31,Hippo Campus,Boyish,29071
2020-03-17 03:03,Disclosure,Etran,38220
2020-03-17 03:05,Vampire Weekend,Houston Dubai (Japanese Bonus Track),139280
2020-03-17 03:06,Surfaces,Sky Interlude,69123
2020-03-17 03:10,Olivia Vika,70s Haze,203743
2020-03-17 03:13,Dan & Drum,Curious George,183184
2020-03-17 03:16,Will Trotman,Better,204394
2020-03-17 03:19,Cole Loomis,Til the Sun Goes Down,200000
2020-03-17 03:22,DOUBLECAMP,Whenever You Call,189456
2020-03-17 03:26,Winnetka Bowling League,CVS,209173
2020-03-17 03:28,Goth Babe,The River,130834
2020-03-17 03:29,NoMBe,Heels,74350
2020-03-17 04:30,Doja Cat,Juicy,2461
2020-03-17 04:32,Jon Bellion,While You Count Sheep,133909
2020-03-17 04:34,Jon Bellion,Paper Planes,122392
2020-03-17 04:36,Jon Bellion,Waves Of Loneliness,1787
2020-03-17 04:36,Jon Bellion,Waves Of Loneliness,101030
2020-03-17 04:37,Jon Bellion,LIFE,70054
2020-03-17 04:38,Jon Bellion,Halloween,60418
2020-03-17 04:39,Little Image,WORTH IT,18808
2020-03-17 04:39,Robin Schulz,In Your Eyes (feat. Alida),34992
2020-03-17 04:39,Hippie Sabotage,Wrong Time,9496
2020-03-17 04:39,Blevins,As I'm Fading Into You,9357
2020-03-17 04:39,EVAN GIIA,Switch Off,1021
2020-03-17 04:39,Adele,Remedy,4551
2020-03-17 04:40,Shoffy,I Can't Help (with Sarcastic Sounds),1439
2020-03-17 04:40,JP Saxe,3 Minutes,13676
2020-03-17 04:40,Alec Benjamin,1994,2763
2020-03-17 04:40,Billie Eilish,No Time To Die,11702
2020-03-17 04:40,Sofi Tukker,Purple Hat,25379
2020-03-17 04:40,Belaganas,Room 4 U,13096
2020-03-17 04:41,Powfu,death bed (coffee for your head),1462
2020-03-17 04:41,Mumford & Sons,Blind Leading The Blind,23382
2020-03-17 04:41,okaywill,Cold,4643
2020-03-17 04:41,AJR,Bang!,31254
2020-03-17 04:41,SG Lewis,Throwaway (with Clairo),1160
2020-03-17 04:42,Lostboycrow,Happy New Year,8335
2020-03-17 04:42,Briston Maroney,June,8846
2020-03-17 04:42,Briston Maroney,June,4086
2020-03-17 04:42,Chance the Rapper,Do You Remember,11540
2020-03-17 04:42,Lostboycrow,Orange Juice,27469
2020-03-17 04:43,filous,Monday (with Ashe),7500
2020-03-17 04:43,Gatsby,Brooklyn,8684
2020-03-17 04:43,Dennis Kruissen,Falling In Love,2391
2020-03-17 04:43,Dennis Kruissen,Falling In Love,6222
2020-03-17 04:43,Lostboycrow,Powers,15069
2020-03-17 04:43,Lostboycrow,Orange Juice,13955
2020-03-17 04:44,Shoffy,I Can't Help,8266
2020-03-17 04:44,Jeremy Zucker,"always, i'll care",18065
2020-03-17 04:44,boy pablo,"Dance, Baby!",9102
2020-03-17 04:44,boy pablo,"Dance, Baby!",2530
2020-03-17 04:44,Declan McKenna,Brazil,8057
2020-03-17 04:44,Cosmo's Midnight,Down for You,11075
2020-03-17 04:47,half•alive,The Fall,186945
2020-03-17 04:48,LÉON,Come Home To Me,34246
2020-03-17 04:48,Jon Bellion,Waves Of Loneliness,4899
2020-03-17 04:48,Jon Bellion,Halloween,5897
2020-03-17 04:49,Wings,Listen To What The Man Said,11284
2020-03-17 04:49,Mac Miller,Ladders,15789
2020-03-17 04:49,Post Malone,Die For Me (feat. Future & Halsey),15905
2020-03-17 04:49,Miko,Crushes,20619
2020-03-17 04:52,Olivver the Kid,"Vegas, Baby.",94012
2020-03-17 05:42,Tiagz,My Heart Went Oops,45888
2020-03-17 11:49,Bon Iver,Skinny Love,13504
2020-03-17 11:50,XXXTENTACION,Jocelyn Flores,10090
2020-03-17 11:50,Jon Bellion,Halloween,7893
2020-03-17 11:50,DJ Snake,Turn Down for What,1130
2020-03-17 11:50,J. Cole,KOD,2581
2020-03-17 11:53,Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,189399
2020-03-17 11:55,Hailee Steinfeld,Love Myself,109392
2020-03-17 11:58,Coldplay,Orphans,197533
2020-03-17 12:02,MKTO,American Dream,225746
2020-03-17 12:05,Wallows,Are You Bored Yet? (feat. Clairo),178000
2020-03-17 13:55,The Head and the Heart,Let's Be Still,138573
2020-03-17 13:59,Lennon Stella,Breakaway,226733
2020-03-17 13:59,The Avett Brothers,Ain't No Man,17274
2020-03-17 14:04,Radical Face,"Welcome Home, Son",287634
2020-03-17 14:07,Alec Benjamin,Outrunning Karma,188850
2020-03-17 14:10,Family of the Year,Hero,190280
2020-03-17 14:10,Russ,Nobody Knows,2048
2020-03-17 14:10,David Guetta,Turn Me On (feat. Nicki Minaj),2325
2020-03-17 14:10,David Guetta,Turn Me On (feat. Nicki Minaj),5568
2020-03-17 14:11,Russ,Nobody Knows,52160
2020-03-17 14:14,Dean Lewis,Half A Man,162858
2020-03-17 14:14,Lorde,Ribs,20160
2020-03-17 14:17,Troye Sivan,Postcard (feat. Gordi),177856
2020-03-17 14:21,Kodaline,All I Want,203647
2020-03-17 14:23,Khalid,Alive,177413
2020-03-17 14:25,The Greeting Committee,Call In The Morning,2410
2020-03-17 14:25,Michael Giacchino,Married Life,104823
2020-03-17 14:27,M83,Wait,86784
2020-03-17 14:31,The Head and the Heart,Rivers and Roads,284000
2020-03-17 14:32,Troye Sivan,Animal,64860
2020-03-17 14:36,Alessia Cara,Out Of Love,227693
2020-03-17 14:40,H.E.R.,Hard Place,242469
2020-03-17 14:45,Lorde,A World Alone,217280
2020-03-17 14:48,Jack Johnson,Wrong Turn,173373
2020-03-17 14:48,Alessia Cara,Out Of Love,11818
2020-03-17 14:52,John Mayer,Slow Dancing in a Burning Room,242000
